"date","geo","parent_sector","naics","value"
2022-02-01,"British Columbia","goods","Manufacturing",196000
2022-02-01,"British Columbia","total services","Services-producing sector",2231000
2022-02-01,"British Columbia","services","Wholesale and retail trade",434300
2022-02-01,"British Columbia","services","Transportation and warehousing",145800
2022-02-01,"British Columbia","services","Finance, insurance, real estate, rental and leasing",162200
2022-02-01,"British Columbia","services","Professional, scientific and technical services",276000
2022-02-01,"British Columbia","services","Business, building and other support services",82300
2022-02-01,"British Columbia","services","Educational services",199500
2022-02-01,"British Columbia","services","Health care and social assistance",373400
2022-02-01,"British Columbia","services","Information, culture and recreation",143000
2022-02-01,"British Columbia","services","Accommodation and food services",177400
2022-02-01,"British Columbia","services","Other services (except public administration)",100700
2022-02-01,"British Columbia","services","Public administration",136400
2022-03-01,"British Columbia","all industries","Total employed, all industries",2734900
2022-03-01,"British Columbia","total goods","Goods-producing sector",503900
2022-03-01,"British Columbia","goods","Agriculture",24400
2022-03-01,"British Columbia","goods","Forestry, fishing, mining, quarrying, oil and gas",47400
2022-03-01,"British Columbia","goods","Utilities",15000
2022-03-01,"British Columbia","goods","Construction",225600
2022-03-01,"British Columbia","goods","Manufacturing",191600
2022-03-01,"British Columbia","total services","Services-producing sector",2231000
2022-03-01,"British Columbia","services","Wholesale and retail trade",435700
2022-03-01,"British Columbia","services","Transportation and warehousing",146600
2022-03-01,"British Columbia","services","Finance, insurance, real estate, rental and leasing",160700
2022-03-01,"British Columbia","services","Professional, scientific and technical services",277400
2022-03-01,"British Columbia","services","Business, building and other support services",86100
2022-03-01,"British Columbia","services","Educational services",191300
2022-03-01,"British Columbia","services","Health care and social assistance",372800
2022-03-01,"British Columbia","services","Information, culture and recreation",141100
2022-03-01,"British Columbia","services","Accommodation and food services",180400
2022-03-01,"British Columbia","services","Other services (except public administration)",103400
2022-03-01,"British Columbia","services","Public administration",135600
2022-04-01,"British Columbia","all industries","Total employed, all industries",2744700
2022-04-01,"British Columbia","total goods","Goods-producing sector",506100
2022-04-01,"British Columbia","goods","Agriculture",22000
2022-04-01,"British Columbia","goods","Forestry, fishing, mining, quarrying, oil and gas",47700
2022-04-01,"British Columbia","goods","Utilities",15300
2022-04-01,"British Columbia","goods","Construction",230100
2022-04-01,"British Columbia","goods","Manufacturing",191000
2022-04-01,"British Columbia","total services","Services-producing sector",2238600
2022-04-01,"British Columbia","services","Wholesale and retail trade",443600
2022-04-01,"British Columbia","services","Transportation and warehousing",147000
2022-04-01,"British Columbia","services","Finance, insurance, real estate, rental and leasing",164800
2022-04-01,"British Columbia","services","Professional, scientific and technical services",279800
2022-04-01,"British Columbia","services","Business, building and other support services",83900
2022-04-01,"British Columbia","services","Educational services",193500
2022-04-01,"British Columbia","services","Health care and social assistance",368800
2022-04-01,"British Columbia","services","Information, culture and recreation",140300
2022-04-01,"British Columbia","services","Accommodation and food services",182300
2022-04-01,"British Columbia","services","Other services (except public administration)",102200
2022-04-01,"British Columbia","services","Public administration",132300
2022-05-01,"British Columbia","all industries","Total employed, all industries",2754800
2022-05-01,"British Columbia","total goods","Goods-producing sector",508900
2022-05-01,"British Columbia","goods","Agriculture",24300
2022-05-01,"British Columbia","goods","Forestry, fishing, mining, quarrying, oil and gas",46300
2022-05-01,"British Columbia","goods","Utilities",17300
2022-05-01,"British Columbia","goods","Construction",237500
2022-05-01,"British Columbia","goods","Manufacturing",183600
2022-05-01,"British Columbia","total services","Services-producing sector",2245900
2022-05-01,"British Columbia","services","Wholesale and retail trade",441400
2022-05-01,"British Columbia","services","Transportation and warehousing",142900
2022-05-01,"British Columbia","services","Finance, insurance, real estate, rental and leasing",163100
2022-05-01,"British Columbia","services","Professional, scientific and technical services",274400
2022-05-01,"British Columbia","services","Business, building and other support services",88800
2022-05-01,"British Columbia","services","Educational services",193400
2022-05-01,"British Columbia","services","Health care and social assistance",377100
2022-05-01,"British Columbia","services","Information, culture and recreation",146900
2022-05-01,"British Columbia","services","Accommodation and food services",183800
2022-05-01,"British Columbia","services","Other services (except public administration)",103100
2022-05-01,"British Columbia","services","Public administration",130900
2022-06-01,"British Columbia","all industries","Total employed, all industries",2750400
2022-06-01,"British Columbia","total goods","Goods-producing sector",511900
2022-06-01,"British Columbia","goods","Agriculture",22300
2022-06-01,"British Columbia","goods","Forestry, fishing, mining, quarrying, oil and gas",49900
2022-06-01,"British Columbia","goods","Utilities",14700
2022-06-01,"British Columbia","goods","Construction",238100
2022-06-01,"British Columbia","goods","Manufacturing",186800
2022-06-01,"British Columbia","total services","Services-producing sector",2238400
2022-06-01,"British Columbia","services","Wholesale and retail trade",434700
2022-06-01,"British Columbia","services","Transportation and warehousing",144800
2022-06-01,"British Columbia","services","Finance, insurance, real estate, rental and leasing",157800
2022-06-01,"British Columbia","services","Professional, scientific and technical services",275700
2022-06-01,"British Columbia","services","Business, building and other support services",89300
